dbms,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
mysql,performance_schema,replication_applier_status_by_coordinator,CHANNEL_NAME,1,char,64,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_coordinator,THREAD_ID,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_coordinator,SERVICE_STATE,3,enum,3,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_coordinator,LAST_ERROR_NUMBER,4,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_coordinator,LAST_ERROR_MESSAGE,5,varchar,1024,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_coordinator,LAST_ERROR_TIMESTAMP,6,timestamp,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_worker,CHANNEL_NAME,1,char,64,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_worker,WORKER_ID,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_worker,THREAD_ID,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_worker,SERVICE_STATE,4,enum,3,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_worker,LAST_SEEN_TRANSACTION,5,char,57,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_worker,LAST_ERROR_NUMBER,6,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_worker,LAST_ERROR_MESSAGE,7,varchar,1024,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_applier_status_by_worker,LAST_ERROR_TIMESTAMP,8,timestamp,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,CHANNEL_NAME,1,char,64,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,HOST,2,char,60,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,PORT,3,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,USER,4,char,32,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,NETWORK_INTERFACE,5,char,60,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,AUTO_POSITION,6,enum,1,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,SSL_ALLOWED,7,enum,7,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,SSL_CA_FILE,8,varchar,512,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,SSL_CA_PATH,9,varchar,512,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,SSL_CERTIFICATE,10,varchar,512,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,SSL_CIPHER,11,varchar,512,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,SSL_KEY,12,varchar,512,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,SSL_VERIFY_SERVER_CERTIFICATE,13,enum,3,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,SSL_CRL_FILE,14,varchar,255,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,SSL_CRL_PATH,15,varchar,255,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,CONNECTION_RETRY_INTERVAL,16,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,CONNECTION_RETRY_COUNT,17,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,HEARTBEAT_INTERVAL,18,double,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_configuration,TLS_VERSION,19,varchar,255,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_status,CHANNEL_NAME,1,char,64,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_status,GROUP_NAME,2,char,36,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_status,SOURCE_UUID,3,char,36,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_status,THREAD_ID,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_status,SERVICE_STATE,5,enum,10,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_status,COUNT_RECEIVED_HEARTBEATS,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_status,LAST_HEARTBEAT_TIMESTAMP,7,timestamp,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_status,RECEIVED_TRANSACTION_SET,8,longtext,4294967295,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_status,LAST_ERROR_NUMBER,9,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_status,LAST_ERROR_MESSAGE,10,varchar,1024,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_connection_status,LAST_ERROR_TIMESTAMP,11,timestamp,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_member_stats,CHANNEL_NAME,1,char,64,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_member_stats,VIEW_ID,2,char,60,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_member_stats,MEMBER_ID,3,char,36,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_member_stats,COUNT_TRANSACTIONS_IN_QUEUE,4,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_member_stats,COUNT_TRANSACTIONS_CHECKED,5,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_member_stats,COUNT_CONFLICTS_DETECTED,6,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_member_stats,COUNT_TRANSACTIONS_ROWS_VALIDATING,7,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_member_stats,TRANSACTIONS_COMMITTED_ALL_MEMBERS,8,longtext,4294967295,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_member_stats,LAST_CONFLICT_FREE_TRANSACTION,9,text,65535,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_members,CHANNEL_NAME,1,char,64,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_members,MEMBER_ID,2,char,36,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_members,MEMBER_HOST,3,char,60,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_members,MEMBER_PORT,4,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,replication_group_members,MEMBER_STATE,5,char,64,NULL,NULL,NULL,NULL
mysql,performance_schema,rwlock_instances,NAME,1,varchar,128,NULL,NULL,NULL,NULL
mysql,performance_schema,rwlock_instances,OBJECT_INSTANCE_BEGIN,2,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,rwlock_instances,WRITE_LOCKED_BY_THREAD_ID,3,bigint,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,rwlock_instances,READ_LOCKED_BY_COUNT,4,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,session_account_connect_attrs,PROCESSLIST_ID,1,int,NULL,NULL,NULL,NULL,NULL
mysql,performance_schema,session_account_connect_attrs,ATTR_NAME,2,varchar,32,NULL,NULL,NULL,NULL
mysql,performance_schema,session_account_connect_attrs,ATTR_VALUE,3,varchar,1024,NULL,NULL,NULL,NULL
mysql,performance_schema,session_account_connect_attrs,ORDINAL_POSITION,4,int,NULL,NULL,NULL,NULL,NULL
